"DID","NAME","DOB","IMAGE"
14409,"David Schwimmer","11/2/1966","http://image.tmdb.org/t/p/original/kJBQNeB3k4iVtff8VfTG1mPaVwx.jpg"
14520,"John Sturges","1/3/1910","http://image.tmdb.org/t/p/original/69nD2UYoNGFpDBYUKrEiutWKDgO.jpg"
14566,"Alexander Mackendrick","9/8/1912","http://image.tmdb.org/t/p/original/ydhfNeN3bHmiFNcGcMS6kATJHEB.jpg"
14597,"Gaspar Noé","12/27/1963","http://image.tmdb.org/t/p/original/7v4DeEFTX5Uud0JlArnAaGHazRR.jpg"
14639,"Mel Brooks","6/28/1926","http://image.tmdb.org/t/p/original/ndFo3LOYNCUghQTK833N1Wtuynr.jpg"
14674,"George Cukor","1899-07-07","http://image.tmdb.org/t/p/original/dzIX3BgDvb47eTUOKuXZRIjTgsi.jpg"
14692,"Nick Castle","9/21/1947","http://image.tmdb.org/t/p/original/ecUHW93fTzJLCEZcpfvfjgNMi1o.jpg"
14773,"Don Siegel","10/26/1912","http://image.tmdb.org/t/p/original/dptmMoVlEB9o8O8C8vf5CPILg6n.jpg"
14911,"Penny Marshall","10/15/1942","http://image.tmdb.org/t/p/original/aErFrfBJj6OTkFhgsBYAqh5bPB3.jpg"
14999,"George A. Romero","2/4/1940","http://image.tmdb.org/t/p/original/q1XONnZT4ccRVGd9gSAv0F0D8te.jpg"
15002,"Dean Parisot","","http://image.tmdb.org/t/p/original/3h20QFQ6duhpJ1FMSeJiFju0WGp.jpg"
15045,"Michael Lembeck","6/25/1948","http://image.tmdb.org/t/p/original/nSksRzDoUToxdS2MqIeV7LGAiVk.jpg"
15111,"Jean-Claude Van Damme","10/18/1960","http://image.tmdb.org/t/p/original/aqZ9RjL5j44HMlBMvTaawhHiGOH.jpg"
15115,"Stefan Ruzowitzky","12/25/1961","http://image.tmdb.org/t/p/original/qlN1bMiTQxcOzMMgNQutA6GI47Q.jpg"
15148,"Jon Amiel","5/20/1948","http://image.tmdb.org/t/p/original/hpKrOAFWUwiPflcSrkAFDcajy1b.jpg"
15175,"William Friedkin","8/29/1935","http://image.tmdb.org/t/p/original/egUtSz4yBSvTTv7GJMk4MykWswt.jpg"
15217,"Zack Snyder","3/1/1966","http://image.tmdb.org/t/p/original/jDzkAorXMwsrHF3VzpvNiK8JS9y.jpg"
15218,"James Gunn","8/5/1970","http://image.tmdb.org/t/p/original/za6T1VJzQdnbDvN8TvkdBTRzIy5.jpg"
15277,"Jon Favreau","10/19/1966","http://image.tmdb.org/t/p/original/xowOeQYyuInO2qKReau8n41U8j1.jpg"
15287,"Niki Caro","","http://image.tmdb.org/t/p/original/q5HjmRLwjThM6VRJTEWS6ce9NxH.jpg"
15337,"John Polson","9/6/1965","http://image.tmdb.org/t/p/original/l5NGqc8aLYuw6RUpI0ko7Cdv41e.jpg"
15344,"J.J. Abrams","6/27/1966","http://image.tmdb.org/t/p/original/7tOozDlTGNpCxFQZ6AjSju7uehf.jpg"
15345,"Alex Kurtzman","9/7/1973","http://image.tmdb.org/t/p/original/5cO0ug7TtRqzbYU4ukKzUzfuUk.jpg"
15358,"Vic Armstrong","",""
15361,"Josef Rusnak","",""
15378,"Carol Reed","12/30/1906","http://image.tmdb.org/t/p/original/ceyGZzQ7brCI3j9WuXD4vGIFS17.jpg"
15435,"Randall Balsmeyer","",""
15557,"Bill Condon","10/22/1955","http://image.tmdb.org/t/p/original/uUAsM8ZI8pAPZrUvw2L0Jp1MpQA.jpg"
15663,"Joseph Sargent","7/22/1925","http://image.tmdb.org/t/p/original/caO0AI5r8xT2C3yCo8czB8DA1nr.jpg"
15774,"Chris Buck","10/25/1960",""
15775,"Kevin Lima","","http://image.tmdb.org/t/p/original/725jzhxXkAPIqo9P5nEnlBW3Q1y.jpg"
15778,"Brian Pimental","",""
15810,"Ron Clements","4/25/1953","http://image.tmdb.org/t/p/original/lakkEixaHuVflUy5nkqeKI7LMT.jpg"
15811,"John Musker","11/8/1953","http://image.tmdb.org/t/p/original/jQCExCN0TcjRkv2EbnbIDH7ycfR.jpg"
15812,"Roger Allers","","http://image.tmdb.org/t/p/original/mhtEhbLfUWZZeHAFZY4Espf3mUr.jpg"
15872,"Martyn Burke","9/14/1952",""
15890,"James Foley","12/28/1953","http://image.tmdb.org/t/p/original/caO7yyC7C3YJdEvK1cb7gvJbWaY.jpg"
16187,"Jeannot Szwarc","11/21/1939","http://image.tmdb.org/t/p/original/mIW7mgLr83qyGovTWAigrPX66v3.jpg"
16294,"Jonathan Demme","2/22/1944","http://image.tmdb.org/t/p/original/nDWYr8hPEWOUw00et3KJTFe7KWD.jpg"
16328,"Adam Brooks","9/3/1956","http://image.tmdb.org/t/p/original/yUyhsz2KZ87ePFxyQGeW9FjoGZ6.jpg"
16356,"Steve Bendelack","",""
16378,"Mary Harron","1/12/1953","http://image.tmdb.org/t/p/original/qlWi0kufzB7lCq6Jz5zuNE3Kk1V.jpg"
16384,"Ralph Bakshi","10/29/1938","http://image.tmdb.org/t/p/original/ngnV4JLjTktcibQUZBmp3WukBxm.jpg"
16391,"Julie Taymor","12/15/1952","http://image.tmdb.org/t/p/original/9iEMVItMETctk9XKABKxF3A4PKe.jpg"
16483,"Sylvester Stallone","7/6/1946","http://image.tmdb.org/t/p/original/gnmwOa46C2TP35N7ARSzboTdx2u.jpg"
16513,"John G. Avildsen","12/21/1935","http://image.tmdb.org/t/p/original/siyDKiK6rHXoU94pnLaE6jFe5dk.jpg"
16544,"Ted Kotcheff","4/7/1931","http://image.tmdb.org/t/p/original/r4rMwZeClwJR2VCgvYsNjLOTXpB.jpg"
16566,"George P. Cosmatos","1/4/1941","http://image.tmdb.org/t/p/original/6DIKPjnDvr7oHgTPHTXM5te45Qt.jpg"
16589,"Peter MacDonald","","http://image.tmdb.org/t/p/original/dDWPhRbouxsTuwnUsmXvHnTDQOT.jpg"
16590,"Sheldon Lettich","1/14/1951","http://image.tmdb.org/t/p/original/ecORUrI7PKBO3Mm0aVjen1dSng6.jpg"
16785,"Peter Webber","",""
16829,"Todd Robinson","","http://image.tmdb.org/t/p/original/c87kKF56KvM4CPQ40oJQymtgkeO.jpg"
16834,"Allen Coulter","","http://image.tmdb.org/t/p/original/cZ64hDVOFLo9757TD3sbuv4oBRU.jpg"
16837,"Mark Steven Johnson","10/30/1964","http://image.tmdb.org/t/p/original/6trChNn3o2bi4i2ipgMEAytwmZp.jpg"
16842,"Stephen J. Anderson","6/5/1970","http://image.tmdb.org/t/p/original/pUIRHfqrlda6gQEwWtAFuoKbKYB.jpg"
16847,"Eli Roth","4/18/1972","http://image.tmdb.org/t/p/original/lV7xjR2fUXX3u8Ixg8nhKFbuqm3.jpg"
16848,"Rob Zombie","1/12/1965","http://image.tmdb.org/t/p/original/67T990NCgVEQANQNxo2bNbYE3s7.jpg"
16853,"Jessie Nelson","",""
16919,"Olivier Dahan","6/26/1967","http://image.tmdb.org/t/p/original/uOkI6ibgTsoXZFggDAOnHpcBteP.jpg"
16927,"Gérard Depardieu","12/27/1948","http://image.tmdb.org/t/p/original/kWGuy8UI8y3uqqCVoFvBVBe8w0J.jpg"
16938,"Renny Harlin","3/15/1959","http://image.tmdb.org/t/p/original/lOCRZzC1UZfkObWpQtKxga5ZV8F.jpg"
16959,"Jonathan Dayton","7/7/1957",""
16960,"Valerie Faris","10/20/1958",""
17016,"Neil Jordan","2/25/1950","http://image.tmdb.org/t/p/original/1UvMQbeBrrxdrq9X842tUapgw8y.jpg"
17046,"Gary Winick","3/31/1961","http://image.tmdb.org/t/p/original/9gzk1OptV4rlvEgPFQo9pC0TUYV.jpg"
17087,"Michael Moore","4/23/1954","http://image.tmdb.org/t/p/original/b44FupQ50ND6CpNCYkGRRu5THv4.jpg"
17167,"Andy Tennant","","http://image.tmdb.org/t/p/original/9gK8xFzybwDnWENijTdDHiP4M6o.jpg"
17268,"Ronny Yu","","http://image.tmdb.org/t/p/original/uOCTwD8l6WDvo1kMAEvnF5pBnAH.jpg"
17281,"Mike Hodges","7/29/1932","http://image.tmdb.org/t/p/original/pcMpQFJKMg44hQ5cV4BSU5ofxc5.jpg"
17329,"Neil Burger","","http://image.tmdb.org/t/p/original/eUDHt2OWYnCwC8FOVIgU2uTPK3x.jpg"
17350,"Kevin Macdonald","10/28/1967","http://image.tmdb.org/t/p/original/k46Er5HaZ8FqbNEpBXf9FlnxxOX.jpg"
17403,"Mike Judge","10/17/1962","http://image.tmdb.org/t/p/original/2ZNDYQTtOLQPQNad9trtXosYoVP.jpg"
17439,"Mike Mills","3/20/1966","http://image.tmdb.org/t/p/original/or8FfvzxImBemZ7zI07oVRkRNPQ.jpg"
17447,"Terry Zwigoff","5/18/1949",""
17494,"Dennis Dugan","9/5/1946","http://image.tmdb.org/t/p/original/A9Hv8qqB4fgb5IMjEESzBo8LXPZ.jpg"
17597,"Juan Carlos Fresnadillo","12/5/1967","http://image.tmdb.org/t/p/original/94EkO6a7AGD7RMR3xWXGmJCY8UW.jpg"
17608,"Rowan Joffe","",""
17633,"Rob Marshall","10/17/1960","http://image.tmdb.org/t/p/original/4UUUna5fohwTxnEbuLOD0ZubWds.jpg"
17649,"Alexander Witt","","http://image.tmdb.org/t/p/original/3hegIe4CixeZCFls7g5TpauQL9K.jpg"
17698,"Nancy Meyers","12/8/1949","http://image.tmdb.org/t/p/original/nMPHU06dnvVxEjjcnPCPUQgQ2Mp.jpg"
17812,"Gregory Hoblit","11/27/1944","http://image.tmdb.org/t/p/original/8HyVUTApvgRwz9cl11R7R8TBPqh.jpg"
17825,"Shawn Levy","","http://image.tmdb.org/t/p/original/bgu9dR2Xlt6xNgcNRgNWhySvFwV.jpg"
17835,"Ricky Gervais","6/25/1961","http://image.tmdb.org/t/p/original/Ar8i0W8jOXYFiqUjWk10hjuNtxy.jpg"
17867,"Thomas McCarthy","1/30/1966","http://image.tmdb.org/t/p/original/8k6Nvp7A21Bbwse5zvLHkJjbdmf.jpg"
17871,"John Hamburg","5/26/1970","http://image.tmdb.org/t/p/original/sOLaBjtlparS5GWGhI3a8Rx5Qzr.jpg"
17883,"David O. Russell","8/20/1958","http://image.tmdb.org/t/p/original/ux765fELexKzRSybLvfOvxmRbvt.jpg"
17884,"Jeff Baena","",""
18184,"Xavier Gens","4/27/1975","http://image.tmdb.org/t/p/original/nvGKZUazQO0TUR1CW0IUJiIJAT3.jpg"
18250,"Jon Avnet","11/17/1949","http://image.tmdb.org/t/p/original/ckcE5lD7KNCh6iYHwCbfbs4r2y2.jpg"
18254,"Simon Wincer","","http://image.tmdb.org/t/p/original/wikOUmNuvWJHcOU8EHjFHXUhafQ.jpg"
18281,"Donald Petrie","4/2/1954","http://image.tmdb.org/t/p/original/skokYnTDYIKogfeH7DU49dfhRsj.jpg"
18308,"Steve Barron","5/4/1956","http://image.tmdb.org/t/p/original/3T5EQ8u1yfz3MIAYV1VQHGLVhSC.jpg"
18311,"Joe Roth","6/13/1948","http://image.tmdb.org/t/p/original/kNbLYdJqic5uzGQk1RsT216Aa1x.jpg"
18323,"Marc Lawrence","10/22/1959","http://image.tmdb.org/t/p/original/ayItx1leDQbNklqX9wJbPGCD7Yk.jpg"
18356,"Stephen Herek","11/10/1958","http://image.tmdb.org/t/p/original/wFMntUA59jIeLITlk5pYp2boZzB.jpg"
18357,"Peter Hewitt","","http://image.tmdb.org/t/p/original/wP8EyttEB2xca7udNERQb07eAda.jpg"
18378,"Herbert Ross","5/13/1927","http://image.tmdb.org/t/p/original/7KUacSL1gmx9UkOsqutjeBVJCQ6.jpg"
18392,"Robert Aldrich","8/9/1918","http://image.tmdb.org/t/p/original/n0hL9vMNQny4tCmKVtANgJJo5Ra.jpg"
18500,"Phil Joanou","11/20/1961","http://image.tmdb.org/t/p/original/5snXDgDV7xU0uX6ZbXiAxSXHbmI.jpg"
18596,"Taylor Hackford","12/31/1944","http://image.tmdb.org/t/p/original/heZfdghufTV3t3ayrWvIuiP1jvb.jpg"
18635,"Ted Post","3/31/1918","http://image.tmdb.org/t/p/original/knADACiRl8Bn45BXNb0RDy3BfVf.jpg"
18669,"J. Lee Thompson","8/1/1914","http://image.tmdb.org/t/p/original/mAJwhh1RABqN6P7pNxPE21nTOUF.jpg"
18844,"John Madden","4/8/1949","http://image.tmdb.org/t/p/original/8HPERxuUmp44PJcwbweQfICo149.jpg"
18863,"Eric Darnell","","http://image.tmdb.org/t/p/original/8aRWzSXl6fR0b2g3td44JJAU3es.jpg"
18864,"Tom McGrath","8/7/1964","http://image.tmdb.org/t/p/original/1qOQBwXSIAH0CKWP2RymCMdOi7a.jpg"
18865,"Louis Leterrier","6/17/1973","http://image.tmdb.org/t/p/original/54rsjgcmdZj2wymmKy3FPRgkrie.jpg"
18868,"Jerome Robbins","10/11/1918","http://image.tmdb.org/t/p/original/reJO35LfyN7CBH6Gyu2vjtyYYd8.jpg"
18878,"Rob Cohen","3/12/1949","http://image.tmdb.org/t/p/original/sTJEVeYeaAnCzQ92AmNvveSWwWL.jpg"
18889,"Mic Rodgers","",""
18897,"Jackie Chan","4/7/1954","http://image.tmdb.org/t/p/original/pmKJ4sGvPQ3imzXaFnjW4Vk5Gyc.jpg"
18898,"Rob Minkoff","8/11/1962","http://image.tmdb.org/t/p/original/e7oHC3qavuzmH8HzOCkpOLaecKz.jpg"
19000,"Wayne Kramer","","http://image.tmdb.org/t/p/original/gTUX8TBqihhM9iZYsokdR083AW1.jpg"
19012,"Davis Guggenheim","11/3/1963","http://image.tmdb.org/t/p/original/cojVNdgs0hViJ9gI7FQF1VTBPmR.jpg"
19142,"Kenneth Johnson","10/26/1942",""
19224,"Gregg Araki","12/17/1959","http://image.tmdb.org/t/p/original/pk2AOJ28K9H6dryFC1MHJpq3mxP.jpg"
19228,"Jim Fall","12/13/1962","http://image.tmdb.org/t/p/original/mSZaeSgSwU8KYlmeGI0gRoeHOUe.jpg"
19242,"Tony Gilroy","9/11/1956","http://image.tmdb.org/t/p/original/yxIBhjYzWwAKV356JNeM8IIvW7Q.jpg"
19271,"Anthony Russo","","http://image.tmdb.org/t/p/original/z124QIGOvpC2bTKcGbInpoXBP8X.jpg"
19272,"Joe Russo","","http://image.tmdb.org/t/p/original/5bMVczVDqLJFpfLQZhQ4hhwkSQD.jpg"
19274,"Seth Rogen","4/15/1982","http://image.tmdb.org/t/p/original/3U9s4dvXQuk1l3ZT3MqwqpmeRqI.jpg"
19303,"Kevin Smith","8/2/1970","http://image.tmdb.org/t/p/original/46bwr8mMoVhdnyybQbqDcPnCeoz.jpg"
19304,"John Schlesinger","2/16/1926","http://image.tmdb.org/t/p/original/vFCJ4RxvHysxeiwcFsiSGg7Tgre.jpg"
19311,"Stephen Chbosky","1/25/1970","http://image.tmdb.org/t/p/original/yh3b133GGLUpHnutKVGkYbGJch0.jpg"
19346,"Niels Arden Oplev","3/26/1961","http://image.tmdb.org/t/p/original/kC0qwxbWkZkWC3zT8w8x6xatHq1.jpg"
19499,"Kevin Munroe","","http://image.tmdb.org/t/p/original/v0C5Zwsl3nOUWHOo9hMyvPKDnLp.jpg"
19665,"John Boorman","1/18/1933","http://image.tmdb.org/t/p/original/ap17nPNqTHbsHcUJE4W4Y4rBUuo.jpg"
19684,"Bille August","11/9/1948","http://image.tmdb.org/t/p/original/dDZuzYzmX8si2EeRXztsUkEHyTR.jpg"
19769,"David Ayer","","http://image.tmdb.org/t/p/original/xocQcb37QEKElPKaPGvJDMEup39.jpg"
19800,"Richard Marquand","9/22/1937","http://image.tmdb.org/t/p/original/wuO69rNp2mMG9unvRpZhbccoAh9.jpg"
19840,"Alejandro Amenábar","3/31/1972","http://image.tmdb.org/t/p/original/uYDLRrpMM4Q7xf2LSCsMOVsy58Q.jpg"
19850,"Catherine Hardwicke","10/21/1955","http://image.tmdb.org/t/p/original/x8qMlCXpXlM66hOZ7dSMMWnojNo.jpg"
19866,"Guillaume Canet","4/10/1973","http://image.tmdb.org/t/p/original/qnDVthzAPxJTKxkUWIRBhuuMI2x.jpg"
19969,"Pat O'Connor","",""
20019,"Lee Daniels","12/24/1959","http://image.tmdb.org/t/p/original/at0bnM4UNbyR5fTM8hi4UhBSRZn.jpg"
20030,"Jacques Perrin","7/13/1941","http://image.tmdb.org/t/p/original/dC3hgCkcTvsrw6fKxxTegJDQRzp.jpg"
20031,"Samuel Bayer","","http://image.tmdb.org/t/p/original/cZmM450OogsiyTgU99nlzFtW6Y5.jpg"
20133,"Tod Williams","9/27/1968",""
20192,"Brian Taylor","11/19/1923","http://image.tmdb.org/t/p/original/vZNbqjzN4g8pJ3uKEeXYfHjkfYN.jpg"
20193,"Mark Neveldine","5/11/1973","http://image.tmdb.org/t/p/original/yYxvvbcRGT4VviKjgb9iTorlOYA.jpg"
20218,"Eric Bress","",""
20219,"J. Mackye Gruber","",""
20237,"Beeban Kidron","",""
20307,"Joachim Rønning","5/30/1972",""
20308,"Espen Sandberg","6/17/1971",""
20310,"Takashi Shimizu","7/27/1972","http://image.tmdb.org/t/p/original/sP8YJnwvPFgP5NHH12sr8yHGh1U.jpg"
20400,"Tim Story","3/13/1970","http://image.tmdb.org/t/p/original/30HZn70vyclGRRn5AU3szpKyfgC.jpg"
20561,"James Gray","4/14/1969","http://image.tmdb.org/t/p/original/y9yj1f72VATeq8JSQEvTYpQe4AP.jpg"
20629,"George Miller","3/3/1945","http://image.tmdb.org/t/p/original/odbXhZmCBxjVCzRTxvZhrchBnN0.jpg"
20646,"Gabriele Muccino","5/20/1967","http://image.tmdb.org/t/p/original/uU23lwEwz3TnHl0DvvyePpaGuEG.jpg"
20659,"Marjane Satrapi","11/22/1969","http://image.tmdb.org/t/p/original/zkUWH6rO4TC8Jb8IhSo2QyDN3Ty.jpg"
20709,"Vincent Paronnaud","",""
20739,"Adam Shankman","11/27/1964","http://image.tmdb.org/t/p/original/alYdaxIYDvJZFnVrM2n01jcafKo.jpg"
20907,"Antoine Fuqua","1/19/1966","http://image.tmdb.org/t/p/original/jfag8uv81hbMaIWNItlgrjAM3qu.jpg"
21031,"Alejandro Agresti","6/2/1961",""
21053,"John Dahl","","http://image.tmdb.org/t/p/original/klMxcB64Tu0sWCn3YDTMcGWPArQ.jpg"
21085,"Alex Proyas","9/23/1963","http://image.tmdb.org/t/p/original/yJEEjalWtxqg8Oe2aH0fVJIk4ii.jpg"
21126,"Frédéric Auburtin","",""
21136,"Michael Cristofer","1/22/1945","http://image.tmdb.org/t/p/original/7FbuXmO6dtQ9ZXoon3mth1j9PZV.jpg"
21183,"Nicolas Winding Refn","9/29/1970","http://image.tmdb.org/t/p/original/tFqRY5LgXH6W9GV51xCiJS1y8mB.jpg"
21198,"Peter Sohn","6/21/1975","http://image.tmdb.org/t/p/original/ouaPg2hdBBXfq8N7HPatvEq3P81.jpg"
21206,"Graham Yost","9/5/1959","http://image.tmdb.org/t/p/original/l0tZHqHwvLZkd5uipumPQ0I2ucC.jpg"
21217,"Jonathan Lynn","4/3/1943","http://image.tmdb.org/t/p/original/nvMGnGbGdXrRvGAjulNqhJWUB9c.jpg"
21370,"Roger Donaldson","11/15/1945","http://image.tmdb.org/t/p/original/qCflHr9YSQW2hjYG82Tdf6EXzU.jpg"
21475,"John Putch","7/27/1961","http://image.tmdb.org/t/p/original/9JBDOLXqdJiAvUOU0fO5bWnk292.jpg"
21526,"Rod Lurie","5/15/1962","http://image.tmdb.org/t/p/original/2HPBFjkD72gytDPeNXE8KzHK1JG.jpg"
21647,"Gérard Krawczyk","5/17/1953","http://image.tmdb.org/t/p/original/kU4UlASZQDRuGvYgIRkcamXgZ0e.jpg"
21673,"Ericson Core","",""
21677,"Barnaby Thompson","",""
21678,"Olivier Assayas","1/25/1955","http://image.tmdb.org/t/p/original/ySOOBOK7qSPlmSeLmcFsQaULcwY.jpg"
21681,"Nobuhiro Suwa","5/28/1960","http://image.tmdb.org/t/p/original/1ILr9W6lm7WZrc0Bu59nfJeEvgP.jpg"
21683,"Oliver Schmitz","",""
21684,"Bong Joon-ho ","9/14/1969","http://image.tmdb.org/t/p/original/ksRcTlnSOLwNcI37LRRKpQwucWL.jpg"
21692,"Hironobu Sakaguchi","11/25/1962","http://image.tmdb.org/t/p/original/vvBIwKfRIxuojbdLP5R8rjU0MW2.jpg"
21693,"Motonori Sakakibara","","http://image.tmdb.org/t/p/original/7bStVvJFRCL17G2MTlCHoLHraKJ.jpg"
21712,"Carl Franklin","4/11/1949","http://image.tmdb.org/t/p/original/qNFOzZb4kFqkg6wiSfHtVvRzLLa.jpg"
21768,"Sylvain Chomet","11/10/1963",""
21769,"Bruno Podalydès","3/11/1961","http://image.tmdb.org/t/p/original/1ENmeheKsHVUiOptPbU3CgoucLx.jpg"
21771,"Daniela Thomas","",""
21819,"Lewis Teague","3/8/1938","http://image.tmdb.org/t/p/original/8S7HOgNIpqqa7CpkV5uMR4hMSvx.jpg"
21863,"Sebastian Junger","1/17/1962","http://image.tmdb.org/t/p/original/qGizOjNZXJRzZcdNeGTb2HH1yDk.jpg"
21869,"George Pal","2/1/1908","http://image.tmdb.org/t/p/original/my0mwJEul7ujq0uJoPl8hMeUDeI.jpg"
21879,"Simon Wells","","http://image.tmdb.org/t/p/original/sfartDj5d9bclP91YuunnaL7Fer.jpg"
21905,"Danny Pang","","http://image.tmdb.org/t/p/original/94jelQysVVubgP9DGKR2FSRKY40.jpg"
21931,"Chris Nahon","12/5/1968","http://image.tmdb.org/t/p/original/5ei81yfFCVBPdDw8AntZPM1U0Jy.jpg"
21981,"Harald Zwart","7/1/1965","http://image.tmdb.org/t/p/original/qGXK9H8eBPRWhI8I65fkhz21Pwk.jpg"
22012,"David Worth","","http://image.tmdb.org/t/p/original/eelvhT2xXPSrk1ANkFZFwUFHegc.jpg"
22214,"David Wain","8/1/1969","http://image.tmdb.org/t/p/original/lVmFW06UdgfIiglOPM27bVOTaLr.jpg"
22301,"Liam Lynch","9/5/1970","http://image.tmdb.org/t/p/original/fUpqzS8f73CHnqSwgZGrJljtCgs.jpg"
22676,"Ole Bornedal","5/26/1959",""
23213,"Harold Becker","9/28/1928","http://image.tmdb.org/t/p/original/pZjPh9NdTE0gf4aSndMOMj7XaXs.jpg"
23227,"Steven Knight","","http://image.tmdb.org/t/p/original/6QiGHyAWJv5wSyWNUxZuMlBCXgy.jpg"
23287,"Andrew Jarecki","","http://image.tmdb.org/t/p/original/nMqUvLq522KDsDx6D5xOI1rDMuE.jpg"
23393,"Barbet Schroeder","8/26/1941","http://image.tmdb.org/t/p/original/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg"
23430,"Timur Bekmambetov","6/25/1961","http://image.tmdb.org/t/p/original/7XQsDvrshgbFYvQN0KgUmI691uF.jpg"
23532,"Jason Bateman","1/14/1969","http://image.tmdb.org/t/p/original/ttzLpjvcLkvXyyTBpjmZw11tjlr.jpg"
23539,"Zach Helm","1/21/1975","http://image.tmdb.org/t/p/original/qjXdGnMAoNIcsqBfqpa7hoB7gIx.jpg"
23626,"Liev Schreiber","10/4/1967","http://image.tmdb.org/t/p/original/qFn3npmqd1qaYOk6yohmi3FbPhc.jpg"
23677,"Joe Pytka","11/4/1938","http://image.tmdb.org/t/p/original/c46Ah1KxlfC4W8mHVrGDsJ7dMPJ.jpg"
23799,"Uwe Boll","6/22/1965","http://image.tmdb.org/t/p/original/1zfnrStCzUo4hUTvsKyEu4C3SP6.jpg"
23945,"Gérard Pirès","8/31/1942","http://image.tmdb.org/t/p/original/n1bm4dG5Cf3ofErC318g5PyqsO7.jpg"
23964,"Gary Ross","11/3/1956","http://image.tmdb.org/t/p/original/dMoUDOJHsGrQcxKpFgbuMWRwiyI.jpg"
23968,"Phil Alden Robinson","3/1/1950","http://image.tmdb.org/t/p/original/aDkpgJkcHHnd3cCY1Umiouxbxw0.jpg"
24045,"Joseph Gordon-Levitt","2/17/1981","http://image.tmdb.org/t/p/original/zSuXCR6xCKIgo0gWLdp8moMlH3I.jpg"
24173,"Mike Binder","6/2/1958","http://image.tmdb.org/t/p/original/hL6czBnd0umt4a7KwFwQLBKqiAh.jpg"
24248,"Nigel Cole","","http://image.tmdb.org/t/p/original/2CIcwfX3zzzTYqUPUQzKdnUgQl7.jpg"
24294,"Ben Younger","10/7/1972","http://image.tmdb.org/t/p/original/7KzvNpsJT4qHV4owEMBvnMMfIdH.jpg"
24318,"Richard Benjamin","5/22/1938","http://image.tmdb.org/t/p/original/yLZgA9wzqPmGclNc3c0CBXGsgMj.jpg"
24949,"Michael Davis","8/1/1961","http://image.tmdb.org/t/p/original/s4u26Oo2fUqFc1ZwFqo4y8Hmh67.jpg"
25453,"Stefen Fangmeier","12/9/1960","http://image.tmdb.org/t/p/original/fv6ObyJnaielYg2YbgHFbszinYd.jpg"
25558,"Don Chaffey","8/5/1917",""
25598,"Paul Greengrass","8/13/1955","http://image.tmdb.org/t/p/original/zyJyLdHvV98Nv9mrctQsH64RxkE.jpg"
25703,"Lake Bell","3/24/1979","http://image.tmdb.org/t/p/original/mUB3J8qVWXvpxbVWfwjXiTt3bGk.jpg"
25873,"Jon Cassar","4/27/1958","http://image.tmdb.org/t/p/original/oTRxoPrHd08tC5gDrWBolMeomM.jpg"
26095,"John Patrick Shanley","10/3/1950","http://image.tmdb.org/t/p/original/qQkpdZyhoslrX5DcfQuaXp87NQv.jpg"
26205,"James Bobin","","http://image.tmdb.org/t/p/original/reixB8bAjIoVDyTwjNwRzB47yT2.jpg"
26473,"Fisher Stevens","11/27/1963","http://image.tmdb.org/t/p/original/6O5b8C4rxVaSXWl6QS4ngRgwonu.jpg"
26479,"S. S. Wilson","",""
26481,"Anand Tucker","","http://image.tmdb.org/t/p/original/sdtzoy0UEFOsu9ZWFT5N5matqn7.jpg"
26502,"Howard Deutch","9/14/1950","http://image.tmdb.org/t/p/original/68Vae1HkU1NxQZ6KEmuxIpno7c9.jpg"
26648,"Luis Llosa","",""
26713,"Chuck Russell","5/9/1958","http://image.tmdb.org/t/p/original/vgZnLAHFCi3ZwwEcTSwdvK7pKHF.jpg"
26714,"John R. Leonetti","7/4/1956","http://image.tmdb.org/t/p/original/7cKC9u81p5OL5loj2PzjepPcjFV.jpg"
26849,"Daniel Myrick","11/30/1962","http://image.tmdb.org/t/p/original/aLSbwsdEhiae9Vb4vmo6c1RVkb.jpg"
26850,"Eduardo Sánchez","12/20/1968","http://image.tmdb.org/t/p/original/3ejhF82WeB3Au5z0a4ZbpXWd5QU.jpg"
26875,"Hideo Nakata","7/19/1961","http://image.tmdb.org/t/p/original/fQ3XJXTNpxzt6gMpMM0pJOyuibA.jpg"
26971,"Andrew Waller","",""
27005,"Don Michael Paul","4/17/1963","http://image.tmdb.org/t/p/original/lnzqK9HJV6Sbk738uzqdScbxcMi.jpg"
27226,"Patrick Lussier","","http://image.tmdb.org/t/p/original/xBZm3o2FtAH0RjEdmAau8OqkoZg.jpg"
27571,"David Slade","9/26/1969","http://image.tmdb.org/t/p/original/yAJGgmJlKdBzIKk9ovRpeWXDblf.jpg"
27728,"Leslie H. Martinson","1/16/1915","http://image.tmdb.org/t/p/original/hNZjkyduFEkuiRpSA4ySafR44B2.jpg"
27745,"Robert C. Cooper","10/14/1968","http://image.tmdb.org/t/p/original/5IefO2aEDml9gNoITquVF0eth4L.jpg"
27746,"Ken Finkleman","",""
27757,"Gregg Hale","",""
27977,"Leos Carax","11/22/1960","http://image.tmdb.org/t/p/original/x0kRqnxOHBx6U3t3a2NxGLLIRwa.jpg"
27991,"Stuart Gordon","8/11/1947","http://image.tmdb.org/t/p/original/6izi3lpxy9tQgiLtxYjOVYxOmCf.jpg"
28239,"David Twohy","10/18/1955","http://image.tmdb.org/t/p/original/7hJbNy5XKO5je9FsSGvl4QbGyMM.jpg"
